Waktu,Kecerahan,Temperature,Latitude,Longtitude
1080.978352,9.800000191,26.39999962,-6.89238905,107.5821205
1090.974081,9.800000191,26.39999962,-6.89238906,107.5821201
1100.966492,11.30000019,26.39999962,-6.89238889,107.5821151
1111.009708,15.30000019,26.39999962,-6.89238907,107.5821055
1121.00226,15.10000038,26.39999962,-6.89239131,107.5820946
1130.99808,11.10000038,26.10000038,-6.89239334,107.5820763
1140.990508,11,26.10000038,-6.89239475,107.5820535
1150.98434,10.69999981,26.39999962,-6.89239453,107.5820307
1160.977595,13.10000038,26.10000038,-6.89239417,107.5820089
1170.971749,15.39999962,26.39999962,-6.89239444,107.581985
1181.013679,12.39999962,26.39999962,-6.89239446,107.5819605
1191.007536,15.10000038,26.10000038,-6.89239512,107.5819401
1201.003089,14.10000038,26.10000038,-6.89239617,107.581923
1210.995411,10.89999962,26.39999962,-6.89239769,107.5819084
1220.991167,11.10000038,26.10000038,-6.89239888,107.5818975
1230.98264,10.60000038,26.10000038,-6.89239981,107.5818904
1240.976122,11.5,26.10000038,-6.89240047,107.5818866
1251.017584,13.39999962,26.10000038,-6.89240123,107.5818834
1261.012738,12.19999981,26.10000038,-6.89240173,107.5818793
1271.008672,12.19999981,26.10000038,-6.89240244,107.581877
1280.998764,12.19999981,26.10000038,-6.89240308,107.5818756
1290.993929,12.19999981,26.10000038,-6.89240262,107.5818757
1300.989638,12.19999981,26.10000038,-6.8924038,107.5818797
1310.982216,12.19999981,26.10000038,-6.89240332,107.5818778
1321.025397,15.5,25.70000076,-6.89240067,107.5818723
1331.020036,13.60000038,26.10000038,-6.89239817,107.5818587
1341.012629,15.80000019,26.10000038,-6.892396,107.5818363
1351.005249,16.20000076,26.10000038,-6.89239329,107.5818055
1361.00175,15.19999981,26.10000038,-6.8923889,107.5817675
1370.992914,15.10000038,26.10000038,-6.89238367,107.5817298
1380.986626,9.699999809,25.70000076,-6.89237908,107.5816984
1391.029056,13.39999962,26.10000038,-6.89237625,107.5816744
1401.02299,12.30000019,26.10000038,-6.89237373,107.5816488
1411.016984,16.29999924,26.10000038,-6.89236871,107.5816138
1421.010662,13.19999981,25.70000076,-6.89236059,107.5815718
1431.201191,16.10000038,25.70000076,-6.89235137,107.5815278
1440.997936,13.89999962,26.10000038,-6.89234399,107.5814904
1450.992333,16,26.10000038,-6.89233992,107.5814664
1461.03286,14.60000038,26.10000038,-6.8923378,107.5814518
1471.028034,14.5,25.70000076,-6.89233575,107.5814404
1481.022003,14,25.70000076,-6.8923343,107.5814311
1491.015226,9.699999809,25.70000076,-6.89233222,107.581418
1501.011661,12.5,25.70000076,-6.89233018,107.5813985
1511.003247,11.60000038,25.70000076,-6.89232891,107.5813742
1520.99592,10.89999962,25.70000076,-6.89232649,107.5813428
1531.039741,16.5,25.70000076,-6.89232218,107.5813072
1541.032877,16.29999924,26.10000038,-6.89231601,107.5812695
1551.026945,13.30000019,25.70000076,-6.89230581,107.5812341
1561.022447,15.80000019,25.70000076,-6.89229218,107.5812033
1571.014579,14.30000019,25.70000076,-6.89227492,107.5811789
1581.010768,10.19999981,25.70000076,-6.89225454,107.5811598
1591.001844,10.89999962,25.70000076,-6.89223173,107.5811439
1601.046374,13.5,25.70000076,-6.89220594,107.5811302
1611.038326,15.10000038,25.70000076,-6.89217794,107.5811192
1621.032605,16,25.70000076,-6.89214976,107.5811129
1631.025161,16.29999924,25.70000076,-6.89212165,107.5811104
1641.019509,13.69999981,25.70000076,-6.89208859,107.5811127
1651.015771,14.10000038,25.70000076,-6.89205008,107.5811221
1661.007111,15.89999962,25.70000076,-6.89200832,107.5811389
1671.050142,15.80000019,25.70000076,-6.89194662,107.5811967
1681.045661,11.89999962,25.70000076,-6.89190171,107.5812175
1691.037377,14.30000019,25.70000076,-6.89183912,107.5812451
1701.03112,14.89999962,25.70000076,-6.89178312,107.581272
1711.026818,13.89999962,25.39999962,-6.89170598,107.5812973
1721.020864,13.69999981,25.70000076,-6.8916327,107.5813245
1731.01259,14.60000038,25.39999962,-6.89156398,107.5813397
1741.055387,12.89999962,25.70000076,-6.89149931,107.5813508
1751.049175,15.30000019,25.70000076,-6.89142044,107.5813655
1761.04226,14.10000038,25.70000076,-6.89134144,107.581381
1771.036696,15.80000019,25.70000076,-6.89126472,107.5813873
1781.029804,15.39999962,25.70000076,-6.89118866,107.5813978
1791.024052,11.60000038,25.70000076,-6.89111755,107.5814186
1801.018063,12.30000019,25.39999962,-6.89104239,107.5814273
1811.353898,16.10000038,25.70000076,-6.89095774,107.5814434
1821.054913,11.5,25.70000076,-6.89088757,107.5814485
1831.047381,13,25.39999962,-6.89081166,107.581453
1841.044179,14.19999981,25.39999962,-6.89074408,107.5814594
1851.035227,15,25.39999962,-6.89067812,107.5814665
1861.028589,15.10000038,25.39999962,-6.89061077,107.5814745
1871.022802,14.39999962,25.39999962,-6.89054272,107.5814798
1881.065254,15.39999962,25.39999962,-6.89047818,107.5814883
1891.059097,16,25.39999962,-6.89041765,107.5814947
1901.055556,15.69999981,25.39999962,-6.89034539,107.581501
1911.046278,14.30000019,25.39999962,-6.89027292,107.5815077
1921.040056,15.80000019,25.39999962,-6.8902006,107.5815121
1931.033636,16.60000038,25.39999962,-6.89012795,107.5815192
1941.027758,13.19999981,25.39999962,-6.89006525,107.5815122
1951.070549,16.60000038,25.39999962,-6.88999264,107.5814947
1961.063899,16,25.39999962,-6.88992407,107.5814875
1971.057784,15.69999981,25.39999962,-6.88984515,107.5814849
1981.052248,14.80000019,25.39999962,-6.88976156,107.5814938
1991.0469,14.69999981,25.39999962,-6.88969101,107.5814851
2001.040524,14.39999962,25.39999962,-6.88963335,107.5814842
2011.033587,12,25.39999962,-6.88957082,107.5814815
2021.074356,14.5,25.39999962,-6.88951744,107.5814735
2031.070813,11.60000038,25.39999962,-6.88944415,107.5814707
2041.062921,13.30000019,25.39999962,-6.88938878,107.5814548
2051.056437,14.80000019,25.39999962,-6.88933874,107.581451
2061.051741,15.5,25.39999962,-6.8892687,107.5814403
2071.044972,15.19999981,25.39999962,-6.88919195,107.5814362
2081.037114,15,25.39999962,-6.88912912,107.5814317
2091.08029,11.39999962,25.39999962,-6.8890605,107.5814264
2101.074371,15.69999981,25.39999962,-6.88899283,107.5814197
2111.06812,16.10000038,25.39999962,-6.88894412,107.5814213
2121.062472,15.89999962,25.39999962,-6.88889005,107.5814145
2131.05394,15.69999981,25.39999962,-6.88883301,107.5814101
2141.048082,14.30000019,25.39999962,-6.88878554,107.5813945
2151.04563,15.30000019,25.10000038,-6.88870624,107.5813682
2161.088336,12.60000038,25.10000038,-6.88864537,107.5813682
2171.081622,12.60000038,25.39999962,-6.88856904,107.5813521
2181.073314,13.60000038,25.10000038,-6.88850665,107.5813483
2191.067093,15.60000038,25.10000038,-6.88844158,107.5813296
2201.060304,15.80000019,25.10000038,-6.88837535,107.5813191
2211.054239,15.60000038,25.10000038,-6.88831459,107.5813261
2221.048235,15.30000019,25.10000038,-6.88825887,107.581319
2231.091771,14.89999962,25.10000038,-6.88821683,107.5813144
2241.086511,13.39999962,25.10000038,-6.88816316,107.5813268
2251.078658,15.10000038,25.10000038,-6.88808978,107.5813271
2261.074216,15.30000019,25.10000038,-6.88802375,107.5813282
2271.066318,12.10000038,25.10000038,-6.88796467,107.5813297
2281.0595,14.10000038,25.10000038,-6.88789504,107.5813313
2291.05298,15,25.10000038,-6.88783032,107.5813217
2301.096588,15.19999981,25.10000038,-6.88776795,107.581324
2311.089561,14.19999981,25.10000038,-6.88770554,107.5813217
2321.084568,14.30000019,25.10000038,-6.88764145,107.5813309
2331.075915,10.5,24.79999924,-6.88757408,107.5813365
2341.168949,15.80000019,25.10000038,-6.88751024,107.5813368
2351.064496,14,24.79999924,-6.88745586,107.5813366
2361.058909,10.30000019,25.10000038,-6.88738784,107.5813385
2371.101136,13.69999981,25.10000038,-6.88731444,107.5813434
2381.096836,10.89999962,24.79999924,-6.88724548,107.5813546
2391.088326,15.69999981,25.10000038,-6.8871879,107.5813541
2401.08461,13.19999981,25.10000038,-6.88711961,107.5813507
2411.076468,14.5,25.10000038,-6.88705068,107.5813557
2421.069907,15.10000038,25.10000038,-6.88697806,107.5813619
2431.063408,15.5,25.10000038,-6.8869146,107.5813618
2441.107731,15.5,25.10000038,-6.88685148,107.5813637
2451.09965,15.30000019,25.10000038,-6.88677472,107.5813736
2461.093992,14.5,25.10000038,-6.88670634,107.5813704
2471.089565,12.19999981,25.10000038,-6.88663524,107.5813716
2481.081182,11.19999981,24.79999924,-6.88655648,107.5813705
2491.074692,15.89999962,25.10000038,-6.88647869,107.5813806
2501.071855,14.39999962,24.79999924,-6.88640545,107.5813728
2511.110818,11.10000038,24.79999924,-6.88631737,107.5813756
2521.105034,15.69999981,24.79999924,-6.88624285,107.5813852
2531.098974,15.5,24.79999924,-6.88617201,107.5813745
2541.094931,15.10000038,24.79999924,-6.8860955,107.5813672
2551.088364,15.10000038,24.79999924,-6.8860297,107.5813615
2561.080573,15.39999962,24.79999924,-6.88596132,107.5813584
2571.076503,14.89999962,24.79999924,-6.88588922,107.5813667
2581.116246,14.60000038,24.79999924,-6.88581217,107.5813676
2591.111147,14.39999962,24.79999924,-6.88572946,107.5813709
2601.104198,14.89999962,24.79999924,-6.88564235,107.5813743
2611.097527,13.60000038,24.79999924,-6.88556527,107.5813667
2621.091127,15.5,24.79999924,-6.88546841,107.5813697
2631.085029,14.39999962,24.79999924,-6.88539147,107.5813764
2641.079037,13.10000038,24.79999924,-6.8853205,107.5813832
2651.120511,15.30000019,24.79999924,-6.88523133,107.58139
2661.115118,15.89999962,24.79999924,-6.8851485,107.5813937
2671.111852,14.39999962,24.79999924,-6.88508085,107.5813999
2681.10282,15.60000038,24.79999924,-6.88502629,107.5814175
2691.098325,15.69999981,24.79999924,-6.88493759,107.5814195
2701.088993,15.60000038,24.79999924,-6.88486372,107.5814165
2711.084298,15.60000038,24.79999924,-6.88478897,107.5814359
2721.126414,15.19999981,24.79999924,-6.88471214,107.5814355
2731.122688,15.39999962,24.79999924,-6.88464014,107.581446
2741.112724,15.89999962,24.79999924,-6.88457727,107.5814241
2751.108337,15.89999962,24.79999924,-6.88451812,107.5814167
2761.105657,16.10000038,24.79999924,-6.88444914,107.5814182
2771.095519,15.5,24.79999924,-6.8843821,107.5814197
2781.091823,14.60000038,24.79999924,-6.8843037,107.5814196
2791.131292,15.60000038,24.79999924,-6.88422963,107.5814151
2801.12443,15.80000019,24.79999924,-6.8841407,107.5814208
2811.119622,15.60000038,24.79999924,-6.88404996,107.5814219
2821.11525,15.60000038,24.79999924,-6.88395266,107.5814229
2831.106734,14.5,24.79999924,-6.88386632,107.5814254
2841.099989,16.70000076,24.39999962,-6.88378618,107.5814224
2851.094449,16,24.79999924,-6.88371575,107.5814287
2861.136879,15.60000038,24.79999924,-6.88364183,107.5814321
2871.132708,13.69999981,24.79999924,-6.88356992,107.581427
2881.124972,15.80000019,24.79999924,-6.88349735,107.5814371
2891.120546,15.89999962,24.79999924,-6.88342365,107.5814351
2901.114719,17.39999962,24.79999924,-6.88335711,107.5814403
2911.107737,14.19999981,24.39999962,-6.88328693,107.5814448
2921.101234,14.69999981,24.39999962,-6.88323235,107.5814486
2931.144312,16.5,24.79999924,-6.88317213,107.5814405
2941.134697,15.80000019,24.79999924,-6.88312097,107.5814441
2951.129583,16,24.79999924,-6.88305616,107.581447
2961.123205,15.80000019,24.79999924,-6.88298965,107.5814681
2971.118892,15.60000038,24.79999924,-6.88294172,107.5814714
2981.11066,15.60000038,24.79999924,-6.88289026,107.5814729
2991.104594,16.20000076,24.79999924,-6.88284028,107.581478
3001.148787,15.10000038,24.79999924,-6.88279102,107.5814927
3011.140518,12.89999962,24.79999924,-6.88274484,107.5814913
3021.1344,10.5,24.79999924,-6.88268586,107.5814926
3031.128593,16.70000076,24.79999924,-6.8826398,107.581484
3041.124321,16.10000038,24.79999924,-6.88259699,107.5814789
3051.11622,14.30000019,24.79999924,-6.88255547,107.5814782
3061.108534,16.10000038,24.79999924,-6.88253095,107.5814654
3071.153247,16.79999924,24.79999924,-6.88250671,107.5814406
3081.145285,16.29999924,24.79999924,-6.88249197,107.5814265
3091.14172,14.5,24.79999924,-6.8824847,107.5814151
3101.1317,15.19999981,24.39999962,-6.8824719,107.581381
3111.127316,16.39999962,24.79999924,-6.88246848,107.5813549
3121.121063,15.69999981,24.79999924,-6.88246762,107.5813088
3131.114582,16.29999924,24.79999924,-6.88246678,107.5812675
3141.160043,15.89999962,24.39999962,-6.88246199,107.5812242
3151.152406,13.69999981,24.39999962,-6.88245789,107.5811853
3161.145598,14.39999962,24.39999962,-6.88245474,107.5811535
3171.13837,16.60000038,24.39999962,-6.88245198,107.5811254
3181.134441,16.70000076,24.79999924,-6.8824518,107.5810997
3191.126232,16.60000038,24.79999924,-6.88245267,107.5810661
3201.121803,15.10000038,24.39999962,-6.88245603,107.5810277
3211.16255,16.10000038,24.39999962,-6.88248227,107.5809514
3221.156123,15.80000019,24.39999962,-6.88251389,107.5808784
3231.150035,16.29999924,24.39999962,-6.88253641,107.5808086
3241.143396,15,24.39999962,-6.88255974,107.5807337
3251.13727,11,24.39999962,-6.88257874,107.5806638
3261.133448,16.10000038,24.39999962,-6.88260338,107.5805901
3271.125858,16.39999962,24.39999962,-6.88263112,107.5805226
3281.167284,16.60000038,24.39999962,-6.88266091,107.5804549
3291.163537,15.89999962,24.39999962,-6.88268656,107.5803936
3301.153586,16.20000076,24.39999962,-6.882723,107.5803381
3311.154001,16.20000076,24.39999962,-6.88275772,107.5802759
3321.14278,14.5,24.39999962,-6.8827894,107.5802244
3331.136275,14.10000038,24.39999962,-6.88281838,107.580179
3341.130488,16,24.39999962,-6.88284651,107.5801306
3351.171229,16.10000038,24.39999962,-6.88287318,107.5800824
3361.169155,16.89999962,24.39999962,-6.88287659,107.580024
3371.160074,16.70000076,24.39999962,-6.88284792,107.5799798
3381.155966,16.89999962,24.39999962,-6.88280831,107.5799305
3391.147666,16.89999962,24.79999924,-6.88278351,107.5798733
3401.14213,16.89999962,24.79999924,-6.88275077,107.5798325
3411.135166,17,24.79999924,-6.88269507,107.579778
3421.177971,16.89999962,24.79999924,-6.88263781,107.579729
3431.170193,16.20000076,24.79999924,-6.88258304,107.5796761
3441.165836,16.29999924,24.79999924,-6.88252627,107.5796268
